,label,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3,time
407,1,247.0,46.21052631578947,263.35222672064776,37,254,56,272,46
408,2,628.0,338.88216560509557,248.40286624203821,325,232,354,263,46
409,3,305.0,487.5081967213115,704.3245901639344,479,695,497,715,46
410,4,473.0,512.7441860465116,704.3128964059197,496,695,528,713,46
411,5,142.0,515.5985915492957,679.9718309859155,511,670,521,689,46
412,6,176.0,528.2897727272727,542.8693181818181,521,535,535,552,46
413,7,231.0,542.3939393939394,536.9480519480519,535,528,553,545,46
414,8,214.0,542.5700934579439,719.9766355140187,536,712,552,728,46
415,9,193.0,549.9689119170985,561.2072538860103,543,553,560,568,46
416,1,201.0,5.159203980099503,190.80597014925374,0,181,12,203,47
417,2,1257.0,308.0437549721559,404.9323786793954,286,385,330,424,47
418,3,539.0,361.62894248608535,397.4656771799629,352,382,372,414,47
419,4,280.0,400.0285714285714,738.3535714285714,390,731,411,748,47
420,5,264.0,446.0189393939394,16.723484848484848,436,9,456,30,47
421,6,448.0,481.4107142857143,602.2142857142857,471,591,493,616,47
422,7,217.0,503.2764976958525,728.5760368663595,496,721,513,737,47
423,8,373.0,509.5817694369973,743.8310991957104,497,734,521,754,47
424,9,798.0,540.0714285714286,521.4160401002506,520,506,556,539,47
425,1,259.0,5.243243243243243,193.83783783783784,0,180,13,208,48
426,2,428.0,13.906542056074766,80.85280373831776,1,70,28,93,48
427,3,787.0,42.74587039390089,139.49809402795427,30,118,57,170,48
428,4,398.0,39.685929648241206,180.02763819095478,30,167,50,193,48
429,5,714.0,59.983193277310924,197.68627450980392,42,184,80,213,48
430,6,573.0,121.1588132635253,41.93891797556719,105,32,138,53,48
431,7,171.0,349.42105263157896,743.9122807017544,343,737,358,752,48
432,8,321.0,371.38317757009344,89.19003115264798,363,77,380,104,48
433,9,456.0,496.7828947368421,228.6798245614035,485,217,512,241,48
434,10,534.0,501.82958801498125,263.54119850187266,487,255,520,275,48
435,11,136.0,500.4485294117647,311.06617647058823,495,304,507,320,48
436,12,223.0,527.0852017937219,281.0269058295964,519,273,537,289,48
437,13,411.0,539.0316301703162,337.04379562043795,527,327,552,348,48
438,14,307.0,550.9869706840391,222.01954397394138,541,212,561,232,48
439,1,140.0,4.214285714285714,182.85,0,175,10,193,49
440,2,274.0,22.259124087591243,342.3649635036496,12,334,33,356,49
441,3,370.0,170.5027027027027,736.2621621621622,159,725,182,747,49
442,4,209.0,231.2822966507177,161.688995215311,223,153,242,171,49
443,5,282.0,424.61347517730496,595.0,415,582,437,608,49
444,6,515.0,524.6893203883495,391.95922330097085,516,374,536,409,49
445,7,291.0,559.213058419244,671.0584192439862,548,663,570,679,49
446,8,514.0,571.1011673151751,151.11673151750972,560,130,580,167,49
